NewtonCholesky with backtrack line search.

CUTEst problem................: PENALTY1
Number of variables...........: 4
Maximum problem iterations....: 1000
Maximum subproblem iterations.: 4
Maximum line search iterations: 1000
Time limit....................: 10 min

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ summary statistics ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
Objective.............: 2.971874e-05
Gradient norm.........: 2.850695e-04
Total iterations......: 1000
Total time in seconds.: 0.019572
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ output statistics ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
Number of objective function evaluations: 5585
Number of gradient evaluations..........: 1000
Number of hessian evaluations...........: 1000
Subproblem iterations...................: 20000
Subproblem time in seconds..............: 0.008767
How many times subproblem failed........: 0
Line search iterations..................: 5585
Line search time in seconds.............: 0.007031
How many times line search failed.......: 0
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ superscription ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
iter....: current iteration
f(x*)...: objective function avaluated at x(iter)
‖∇f(x)‖.: gradient norm used to calculate x(iter), so x in ‖∇f(x)‖ is equal to x(iter-1)
alpha...: step calculated by backtrack line search
‖d‖.....: search direction norm
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
__________________________________________________________________________
iter    f(x*)            ‖∇f(x)‖          alpha            ‖d‖            
1       2.258683e+02     6.517899e+02     1.000000e+00     1.728009e+00   
2       5.939923e+01     2.349816e+02     1.000000e+00     1.171965e+00   
3       1.516020e+01     8.696159e+01     1.000000e+00     8.157723e-01   
4       3.629156e+00     3.170309e+01     1.000000e+00     8.656657e-01   
5       7.176009e-01     1.118635e+01     1.000000e+00     5.507338e-01   
6       1.568728e-01     3.549111e+00     1.000000e+00     2.812306e-01   
7       3.285032e-02     1.273310e+00     1.000000e+00     1.682746e-01   
8       6.090280e-03     4.758741e-01     1.000000e+00     3.436825e-01   
9       5.512218e-04     1.783513e-01     1.000000e+00     3.576929e-01   
10      3.779397e-05     4.759708e-02     1.000000e+00     7.188100e-02   
11      3.126079e-05     5.328903e-03     1.000000e+00     2.653284e-02   
12      3.122307e-05     2.178990e-03     5.000000e-01     9.818162e-02   
13      3.086618e-05     1.828705e-04     7.812500e-03     3.891700e+00   
14      3.082056e-05     1.017779e-03     6.250000e-02     9.755846e-02   
15      3.081856e-05     5.896932e-04     6.250000e-02     6.646542e-02   
16      3.080498e-05     8.218855e-04     6.250000e-02     7.086071e-02   
17      3.080361e-05     5.089159e-04     3.125000e-02     1.367953e-01   
18      3.079462e-05     7.721959e-04     6.250000e-02     6.468985e-02   
19      3.078648e-05     4.807125e-04     1.562500e-02     1.630725e-01   
20      3.076617e-05     6.344483e-04     5.000000e-01     7.872522e-03   
21      3.072398e-05     1.059813e-04     9.765625e-04     7.186228e+00   
22      3.071974e-05     6.203416e-04     3.125000e-02     6.704610e-02   
23      3.071732e-05     4.474038e-04     1.562500e-02     1.087567e-01   
24      3.071718e-05     5.702380e-04     6.250000e-02     3.948236e-02   
25      3.071073e-05     3.578376e-04     7.812500e-03     3.257485e-01   
26      3.070847e-05     5.498858e-04     6.250000e-02     3.097694e-02   
27      3.070342e-05     3.737199e-04     7.812500e-03     2.581353e-01   
28      3.070217e-05     5.273961e-04     1.250000e-01     1.938501e-02   
29      3.069083e-05     2.858565e-04     3.906250e-03     6.505740e-01   
30      3.066683e-05     4.845472e-04     5.000000e-01     1.122753e-02   
31      3.065162e-05     7.656079e-04     3.125000e-02     1.835460e-01   
32      3.064616e-05     2.530627e-04     3.906250e-03     7.929108e-01   
33      3.064359e-05     5.308242e-04     1.562500e-02     9.701843e-02   
34      3.064242e-05     3.896848e-04     7.812500e-03     1.000211e-01   
35      3.064152e-05     4.564447e-04     6.250000e-02     2.255138e-02   
36      3.063730e-05     3.074698e-04     3.906250e-03     3.842800e-01   
37      3.063285e-05     4.407634e-04     2.500000e-01     7.576454e-03   
38      3.061778e-05     1.739955e-04     1.953125e-03     1.390406e+00   
39      3.061353e-05     4.232296e-04     1.250000e-01     9.557626e-03   
40      3.061074e-05     2.643810e-04     3.906250e-03     5.957469e-01   
41      3.061014e-05     4.879983e-04     1.562500e-02     1.052064e-01   
42      3.060828e-05     3.268637e-04     3.906250e-03     2.300832e-01   
43      3.060776e-05     4.112192e-04     5.000000e-01     4.365893e-03   
44      3.057253e-05     3.581736e-05     1.953125e-03     1.879965e+00   
45      3.052970e-05     3.774555e-04     1.000000e+00     5.369421e-03   
46      3.052197e-05     6.264169e-04     1.562500e-02     2.787747e-01   
47      3.051181e-05     1.401269e-04     3.906250e-03     5.859644e-01   
48      3.051137e-05     3.934407e-04     7.812500e-03     1.155845e-01   
49      3.051131e-05     2.889023e-04     7.812500e-03     1.283057e-01   
50      3.051083e-05     4.004746e-04     7.812500e-03     1.305612e-01   
51      3.050976e-05     2.826182e-04     3.906250e-03     1.431967e-01   
52      3.050948e-05     3.444500e-04     1.250000e-01     8.916003e-03   
53      3.050300e-05     1.806672e-04     3.906250e-03     4.140967e-01   
54      3.050256e-05     3.619757e-04     7.812500e-03     5.415015e-02   
55      3.050217e-05     3.110384e-04     7.812500e-03     5.960705e-02   
56      3.050173e-05     3.620458e-04     7.812500e-03     5.493428e-02   
57      3.050134e-05     3.103507e-04     7.812500e-03     6.003075e-02   
58      3.050090e-05     3.618049e-04     7.812500e-03     5.504965e-02   
59      3.050050e-05     3.099494e-04     7.812500e-03     5.978615e-02   
60      3.050006e-05     3.612488e-04     7.812500e-03     5.449652e-02   
61      3.049966e-05     3.098323e-04     7.812500e-03     5.888593e-02   
62      3.049922e-05     3.603846e-04     7.812500e-03     5.329781e-02   
63      3.049882e-05     3.099882e-04     7.812500e-03     5.736442e-02   
64      3.049838e-05     3.592305e-04     7.812500e-03     5.149740e-02   
65      3.049798e-05     3.103979e-04     7.812500e-03     5.527528e-02   
66      3.049754e-05     3.578137e-04     7.812500e-03     4.915744e-02   
67      3.049713e-05     3.110347e-04     7.812500e-03     5.268835e-02   
68      3.049669e-05     3.561697e-04     7.812500e-03     4.635481e-02   
69      3.049628e-05     3.118665e-04     7.812500e-03     4.968592e-02   
70      3.049584e-05     3.543392e-04     7.812500e-03     4.317715e-02   
71      3.049542e-05     3.128568e-04     7.812500e-03     4.635864e-02   
72      3.049535e-05     3.523668e-04     1.562500e-02     3.971865e-02   
73      3.049514e-05     2.760015e-04     7.812500e-03     1.304023e-01   
74      3.049450e-05     3.921119e-04     7.812500e-03     1.197806e-01   
75      3.049423e-05     2.812380e-04     7.812500e-03     1.166161e-01   
76      3.049364e-05     3.848754e-04     7.812500e-03     1.061284e-01   
77      3.049332e-05     2.862412e-04     7.812500e-03     1.035871e-01   
78      3.049278e-05     3.780871e-04     7.812500e-03     9.327256e-02   
79      3.049242e-05     2.909979e-04     7.812500e-03     9.132915e-02   
80      3.049191e-05     3.717448e-04     7.812500e-03     8.123453e-02   
81      3.049152e-05     2.954856e-04     7.812500e-03     7.987551e-02   
82      3.049104e-05     3.658552e-04     7.812500e-03     7.004978e-02   
83      3.049064e-05     2.996770e-04     7.812500e-03     6.926678e-02   
84      3.049017e-05     3.604275e-04     7.812500e-03     5.975611e-02   
85      3.048976e-05     3.035444e-04     7.812500e-03     5.954079e-02   
86      3.048931e-05     3.554689e-04     7.812500e-03     5.038463e-02   
87      3.048889e-05     3.070642e-04     7.812500e-03     5.072520e-02   
88      3.048845e-05     3.509814e-04     7.812500e-03     4.195332e-02   
89      3.048839e-05     3.102189e-04     1.562500e-02     4.283240e-02   
90      3.048774e-05     3.841842e-04     7.812500e-03     1.071082e-01   
91      3.048737e-05     2.838376e-04     7.812500e-03     9.977485e-02   
92      3.048682e-05     3.729598e-04     7.812500e-03     8.618919e-02   
93      3.048641e-05     2.916347e-04     7.812500e-03     8.112872e-02   
94      3.048591e-05     3.636889e-04     7.812500e-03     6.878246e-02   
95      3.048550e-05     2.982142e-04     7.812500e-03     6.554245e-02   
96      3.048503e-05     3.560001e-04     7.812500e-03     5.431319e-02   
97      3.048461e-05     3.037218e-04     7.812500e-03     5.256992e-02   
98      3.048417e-05     3.496276e-04     7.812500e-03     4.235190e-02   
99      3.048407e-05     3.082765e-04     1.562500e-02     4.185575e-02   
100     3.048341e-05     3.809155e-04     7.812500e-03     1.025983e-01   
101     3.048300e-05     2.841149e-04     7.812500e-03     9.269920e-02   
102     3.048246e-05     3.672396e-04     7.812500e-03     7.742973e-02   
103     3.048204e-05     2.934988e-04     7.812500e-03     7.112017e-02   
104     3.048155e-05     3.567444e-04     7.812500e-03     5.792526e-02   
105     3.048113e-05     3.008984e-04     7.812500e-03     5.427207e-02   
106     3.048068e-05     3.486228e-04     7.812500e-03     4.280261e-02   
107     3.048056e-05     3.066728e-04     1.562500e-02     4.117339e-02   
108     3.047989e-05     3.784269e-04     7.812500e-03     9.930812e-02   
109     3.047946e-05     2.842007e-04     7.812500e-03     8.750508e-02   
110     3.047893e-05     3.629148e-04     7.812500e-03     7.107917e-02   
111     3.047850e-05     2.947023e-04     7.812500e-03     6.402103e-02   
112     3.047803e-05     3.516751e-04     7.812500e-03     5.039186e-02   
113     3.047760e-05     3.025521e-04     7.812500e-03     4.664374e-02   
114     3.047739e-05     3.434367e-04     1.562500e-02     3.521055e-02   
115     3.047695e-05     2.735979e-04     7.812500e-03     1.065717e-01   
116     3.047633e-05     3.704034e-04     7.812500e-03     8.608235e-02   
117     3.047589e-05     2.880138e-04     7.812500e-03     7.467941e-02   
118     3.047539e-05     3.551510e-04     7.812500e-03     5.848464e-02   
119     3.047496e-05     2.983343e-04     7.812500e-03     5.223694e-02   
120     3.047489e-05     3.446021e-04     1.562500e-02     3.923235e-02   
121     3.047443e-05     2.671296e-04     7.812500e-03     1.165854e-01   
122     3.047375e-05     3.736764e-04     7.812500e-03     9.297833e-02   
123     3.047329e-05     2.845640e-04     7.812500e-03     7.846408e-02   
124     3.047278e-05     3.555003e-04     7.812500e-03     6.056387e-02   
125     3.047235e-05     2.965481e-04     7.812500e-03     5.282532e-02   
126     3.047227e-05     3.435488e-04     1.562500e-02     3.897251e-02   
127     3.047178e-05     2.663028e-04     7.812500e-03     1.143786e-01   
128     3.047110e-05     3.711641e-04     7.812500e-03     8.949447e-02   
129     3.047064e-05     2.849953e-04     7.812500e-03     7.419302e-02   
130     3.047014e-05     3.521868e-04     7.812500e-03     5.593760e-02   
131     3.046971e-05     2.973670e-04     7.812500e-03     4.819743e-02   
132     3.046948e-05     3.402039e-04     1.562500e-02     3.447301e-02   
133     3.046898e-05     2.710543e-04     7.812500e-03     1.005300e-01   
134     3.046837e-05     3.632402e-04     7.812500e-03     7.658724e-02   
135     3.046792e-05     2.888905e-04     7.812500e-03     6.304439e-02   
136     3.046744e-05     3.458313e-04     7.812500e-03     4.590527e-02   
137     3.046729e-05     3.002590e-04     1.562500e-02     3.961968e-02   
138     3.046657e-05     3.705215e-04     7.812500e-03     8.996642e-02   
139     3.046609e-05     2.833838e-04     7.812500e-03     7.185634e-02   
140     3.046560e-05     3.488031e-04     7.812500e-03     5.228113e-02   
141     3.046559e-05     2.971119e-04     1.562500e-02     4.380944e-02   
142     3.046478e-05     3.755840e-04     7.812500e-03     9.916618e-02   
143     3.046429e-05     2.795394e-04     7.812500e-03     7.729340e-02   
144     3.046377e-05     3.502812e-04     7.812500e-03     5.585791e-02   
145     3.046333e-05     2.950872e-04     7.812500e-03     4.579838e-02   
146     3.046301e-05     3.360589e-04     1.562500e-02     3.100528e-02   
147     3.046249e-05     2.728746e-04     7.812500e-03     8.827837e-02   
148     3.046193e-05     3.542365e-04     7.812500e-03     6.365166e-02   
149     3.046148e-05     2.915232e-04     7.812500e-03     5.070732e-02   
150     3.046125e-05     3.372702e-04     1.562500e-02     3.432260e-02   
151     3.046070e-05     2.677121e-04     7.812500e-03     9.620917e-02   
152     3.046010e-05     3.568369e-04     7.812500e-03     6.892012e-02   
153     3.045964e-05     2.889667e-04     7.812500e-03     5.364826e-02   
154     3.045947e-05     3.376373e-04     1.562500e-02     3.606846e-02   
155     3.045890e-05     2.646381e-04     7.812500e-03     9.992240e-02   
156     3.045827e-05     3.575342e-04     7.812500e-03     7.084785e-02   
157     3.045781e-05     2.876654e-04     7.812500e-03     5.417548e-02   
158     3.045764e-05     3.369688e-04     1.562500e-02     3.596221e-02   
159     3.045705e-05     2.640083e-04     7.812500e-03     9.876562e-02   
160     3.045643e-05     3.560306e-04     7.812500e-03     6.904589e-02   
161     3.045598e-05     2.877174e-04     7.812500e-03     5.215074e-02   
162     3.045574e-05     3.352142e-04     1.562500e-02     3.396845e-02   
163     3.045516e-05     2.658656e-04     7.812500e-03     9.277560e-02   
164     3.045457e-05     3.523735e-04     7.812500e-03     6.367264e-02   
165     3.045412e-05     2.890449e-04     7.812500e-03     4.778717e-02   
166     3.045379e-05     3.324839e-04     1.562500e-02     3.031811e-02   
167     3.045323e-05     2.699143e-04     7.812500e-03     8.270483e-02   
168     3.045268e-05     3.469613e-04     7.812500e-03     5.542920e-02   
169     3.045261e-05     2.913986e-04     1.562500e-02     4.162438e-02   
170     3.045178e-05     3.671306e-04     7.812500e-03     8.881570e-02   
171     3.045128e-05     2.793809e-04     7.812500e-03     6.277163e-02   
172     3.045125e-05     3.374267e-04     1.562500e-02     4.033098e-02   
173     3.045058e-05     2.555756e-04     7.812500e-03     1.066994e-01   
174     3.044990e-05     3.560773e-04     7.812500e-03     7.156476e-02   
175     3.044944e-05     2.847585e-04     7.812500e-03     5.099422e-02   
176     3.044914e-05     3.315882e-04     1.562500e-02     3.147040e-02   
177     3.044855e-05     2.664717e-04     7.812500e-03     8.370727e-02   
178     3.044800e-05     3.449856e-04     7.812500e-03     5.422629e-02   
179     3.044785e-05     2.902575e-04     1.562500e-02     3.929001e-02   
180     3.044706e-05     3.619452e-04     7.812500e-03     8.186937e-02   
181     3.044657e-05     2.803843e-04     7.812500e-03     5.607308e-02   
182     3.044635e-05     3.323255e-04     1.562500e-02     3.425973e-02   
183     3.044571e-05     2.616388e-04     7.812500e-03     8.937373e-02   
184     3.044514e-05     3.459590e-04     7.812500e-03     5.700434e-02   
185     3.044501e-05     2.883393e-04     1.562500e-02     4.008456e-02   
186     3.044419e-05     3.618878e-04     7.812500e-03     8.257424e-02   
187     3.044370e-05     2.793392e-04     7.812500e-03     5.511117e-02   
188     3.044344e-05     3.305554e-04     1.562500e-02     3.284006e-02   
189     3.044281e-05     2.623626e-04     7.812500e-03     8.472517e-02   
190     3.044226e-05     3.424825e-04     7.812500e-03     5.260325e-02   
191     3.044202e-05     2.889434e-04     1.562500e-02     3.647572e-02   
192     3.044128e-05     3.556932e-04     7.812500e-03     7.376299e-02   
193     3.044081e-05     2.814397e-04     7.812500e-03     4.864604e-02   
194     3.044042e-05     3.265561e-04     1.562500e-02     2.782268e-02   
195     3.043984e-05     2.678403e-04     7.812500e-03     7.167779e-02   
196     3.043934e-05     3.355228e-04     7.812500e-03     4.275514e-02   
197     3.043892e-05     2.914217e-04     1.562500e-02     2.976354e-02   
198     3.043831e-05     3.452088e-04     7.812500e-03     5.843067e-02   
199     3.043814e-05     2.857019e-04     1.562500e-02     3.866026e-02   
200     3.043734e-05     3.571586e-04     7.812500e-03     7.712633e-02   
201     3.043686e-05     2.792330e-04     7.812500e-03     4.886558e-02   
202     3.043646e-05     3.248156e-04     1.562500e-02     2.707547e-02   
203     3.043588e-05     2.672917e-04     7.812500e-03     6.860870e-02   
204     3.043581e-05     3.323229e-04     1.562500e-02     3.946217e-02   
205     3.043505e-05     2.506286e-04     7.812500e-03     9.701858e-02   
206     3.043443e-05     3.436818e-04     7.812500e-03     5.746735e-02   
207     3.043421e-05     2.848370e-04     1.562500e-02     3.684805e-02   
208     3.043344e-05     3.530900e-04     7.812500e-03     7.204537e-02   
209     3.043298e-05     2.797933e-04     7.812500e-03     4.446809e-02   
210     3.043250e-05     3.212921e-04     1.562500e-02     2.348657e-02   
211     3.043196e-05     2.705425e-04     7.812500e-03     5.921879e-02   
212     3.043169e-05     3.266529e-04     1.562500e-02     3.238819e-02   
213     3.043102e-05     2.584082e-04     7.812500e-03     7.905530e-02   
214     3.043050e-05     3.341916e-04     7.812500e-03     4.443713e-02   
215     3.043006e-05     2.879577e-04     1.562500e-02     2.854542e-02   
216     3.042946e-05     3.400282e-04     7.812500e-03     5.366872e-02   
217     3.042914e-05     2.845891e-04     1.562500e-02     3.325420e-02   
218     3.042844e-05     3.461436e-04     7.812500e-03     6.312700e-02   
219     3.042825e-05     2.812464e-04     1.562500e-02     3.791007e-02   
220     3.042744e-05     3.522145e-04     7.812500e-03     7.232810e-02   
221     3.042739e-05     2.780862e-04     1.562500e-02     4.225698e-02   
222     3.042645e-05     3.578823e-04     7.812500e-03     8.076562e-02   
223     3.042597e-05     2.752555e-04     7.812500e-03     4.605466e-02   
224     3.042549e-05     3.187396e-04     1.562500e-02     2.303990e-02   
225     3.042495e-05     2.684845e-04     7.812500e-03     5.629686e-02   
226     3.042459e-05     3.222226e-04     1.562500e-02     2.882203e-02   
227     3.042396e-05     2.604737e-04     7.812500e-03     6.862736e-02   
228     3.042378e-05     3.265712e-04     1.562500e-02     3.579887e-02   
229     3.042303e-05     2.509558e-04     7.812500e-03     8.355227e-02   
230     3.042249e-05     3.320298e-04     7.812500e-03     4.428462e-02   
231     3.042202e-05     2.855065e-04     1.562500e-02     2.653944e-02   
232     3.042145e-05     3.341569e-04     7.812500e-03     4.777558e-02   
233     3.042100e-05     2.840806e-04     1.562500e-02     2.803688e-02   
234     3.042041e-05     3.358234e-04     7.812500e-03     5.055056e-02   
235     3.041999e-05     2.829023e-04     1.562500e-02     2.913816e-02   
236     3.041937e-05     3.369466e-04     7.812500e-03     5.250710e-02   
237     3.041897e-05     2.819949e-04     1.562500e-02     2.981042e-02   
238     3.041833e-05     3.374793e-04     7.812500e-03     5.359489e-02   
239     3.041793e-05     2.813655e-04     1.562500e-02     3.004685e-02   
240     3.041729e-05     3.374113e-04     7.812500e-03     5.381444e-02   
241     3.041689e-05     2.810067e-04     1.562500e-02     2.986371e-02   
242     3.041625e-05     3.367647e-04     7.812500e-03     5.321004e-02   
243     3.041584e-05     2.808998e-04     1.562500e-02     2.929549e-02   
244     3.041521e-05     3.355875e-04     7.812500e-03     5.185928e-02   
245     3.041478e-05     2.810176e-04     1.562500e-02     2.838922e-02   
246     3.041417e-05     3.339454e-04     7.812500e-03     4.986188e-02   
